Name,Abbrev,Place,Id,Code,Department,Authors,Score 3 Yr,Score Overall
Disable -- Akademi Kebidanan Muhammadiyah Madiun,-,"KOTA MADIUN - JAWA TIMUR, ID",2327,074106,0,0,0,356
Akademi Kebidanan Bunda Kotamobagu,-,"KOTA KOTAMOBAGU - SULAWESI UTARA, ID",2839,164018,1,0,0,0
Akademi Kebidanan Bina Nusantara Mandiri,-,"KOTA PARIAMAN - SUMATERA BARAT, ID",3095,104103,1,0,0,0
Akademi Gizi Surabaya,-,"KOTA SURABAYA - JAWA TIMUR, ID",4375,344049,1,0,0,0
Akademi Akuntansi Perdana Mandiri,-,"- - -, ID",4631,044080,0,0,0,0
Akademi Sekretari Interstudi,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1304,034135,1,0,0,0
Akademi Kesehatan Arga Husada,-,"KAB. KEDIRI - JAWA TIMUR, ID",2328,074107,2,0,0,0
Akademi Keperawatan Purna Bhakti Husada,-,"KAB. TANAH DATAR - SUMATERA BARAT, ID",3096,104104,0,0,0,0
Politeknik Halmahera,-,"KAB. HALMAHERA SELATAN - MALUKU UTARA, ID",3352,125007,3,0,0,0
Sekolah Tinggi Ekonomi dan Bisnis Islam Al-Muhsin Yogyakarta,-,"KAB. BANTUL - DAERAH ISTIMEWA YOGYAKARTA, ID",3608,213013,2,1,0,0
STT Bethany Balikpapan,-,"KOTA BALIKPAPAN - KALIMANTAN TIMUR, ID",4120,233085,9,0,0,0
Akademi Kebidanan Pemprov Bali singaraja,-,"KAB. BULELENG - BALI, ID",4376,344050,0,0,0,0
Akademi Kebidanan Palapa Husada,-,"KOTA MEDAN - SUMATERA UTARA, ID",793,014192,1,0,0,0
Akademi Sekretari & Manajemen Dharma Budhi Bhakti,-,"KOTA ADM. JAKARTA UTARA - DKI JAKARTA, ID",1305,034136,2,0,0,0
Akademi Kebidanan Sentra Bina Yudistira Tangerang,-,"KOTA TANGERANG - BANTEN, ID",1817,044215,1,0,0,0
Sekolah Tinggi Teologi IKSM Santosa Asih,-,"- - DKI JAKARTA, ID",4121,233088,3,0,0,0
Akademi Perawat Kesehatan Provinsi NTB,-,"KAB. LOMBOK TIMUR - NUSA TENGGARA BARAT, ID",4377,344051,0,0,0,0
Politeknik Pelayaran Sumatera Barat,POLTEKPELSUMBAR,"UNKNOWN - UNKNOWN, ID",8244505,425011,3,0,0,0
Akademi Perekam Medik Dan Infokes Imelda,-,"KOTA MEDAN - SUMATERA UTARA, ID",794,014195,0,0,0,0
Politeknik Muara Dua,-,"KAB. OGAN KOMERING ULU SELATAN - SUMATERA SELATAN, ID",1050,025009,2,0,0,0
Akademi Kebidanan Dewi Sartika Bandung,-,"KAB. BANDUNG - JAWA BARAT, ID",1818,044217,0,0,0,0
Akademi Kebidanan Berlian Nusantara,-,"KAB. MAGETAN - JAWA TIMUR, ID",2330,074110,1,0,0,0
Akademi Kebidanan Persada Wajo,-,"KAB. WAJO - SULAWESI SELATAN, ID",2842,094109,1,0,0,0
Akademi Kebidanan Mitra Husada Padang,-,"KOTA PADANG - SUMATERA BARAT, ID",3098,104108,0,0,0,0
STEI Tiara Rawamangun,-,"- - -, ID",3610,213015,1,0,0,0
Sekolah Tinggi Teologi Inalta,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",4122,233089,2,0,0,0
Akademi Keperawatan Pemkab Belu,-,"- - -, ID",4378,344052,0,0,0,0
Akademi Kebidanan Kharisma Pangkal Perjuangan,-,"- - -, ID",4634,044138,0,0,0,0
Akademi Kebidanan Yappi Sragen,-,"KAB. SRAGEN - JAWA TENGAH, ID",283,064116,1,0,0,0
Akademi Sekretari Dan Manajemen Pitaloka,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1307,034138,0,0,0,0
Akademi Kebidanan Ibrahimy Situbondo,-,"- - -, ID",2331,074111,0,0,0,0
Sekolah Tinggi Ilmu Administrasi Al Gazali Soppeng,-,"KAB. SOPPENG - SULAWESI SELATAN, ID",2587,093011,1,0,0,0
Akademi Kebidanan Petro Mandau Husada,-,"KAB. BENGKALIS - KEPULAUAN RIAU, ID",3099,104109,1,0,0,0
STAI Acprilesma Indonesia,-,"UNKNOWN - UNKNOWN, ID",3611,213016,1,0,0,0
Akademi Keperawatan Waikabubak Pemda Sumba Barat,-,"KAB. SUMBA BARAT - NUSA TENGGARA TIMUR, ID",4379,344053,0,0,0,0
The Association for the Teaching of English as a Foreign Language in Indonesia (TEFLIN),-,"KOTA MALANG - JAWA TIMUR, ID",8219,0,0,0,0,0
Politeknik Pelayaran Banten,POLTEKPELBANTEN,"UNKNOWN - UNKNOWN, ID",8244507,425013,3,0,0,0
Politeknik Tiara Bunda,-,"KOTA DEPOK - JAWA BARAT, ID",1820,045049,5,0,0,0
Sekolah Tinggi Ilmu Hukum Al Gazali Soppeng,-,"- - -, ID",2588,093012,0,0,0,0
Akademi Kebidanan Umi Bagan Batu,-,"KAB. ROKAN HILIR - KEPULAUAN RIAU, ID",3100,104110,1,0,0,0
"STIT YPI Al-Yaqin Muaro Sijunjung, Sawahlunto",-,"KOTA SAWAHLUNTO - SUMATERA BARAT, ID",3868,213306,1,0,0,0
Akademi Keperawatan Pemprov Kalbar di Sintang,-,"KAB. SINTANG - KALIMANTAN BARAT, ID",4380,344054,1,0,0,0
Politeknik Pelayaran Sulawesi Utara,POLTEKPELSULUT,"UNKNOWN - UNKNOWN, ID",8244508,425023,3,0,0,0
Akademi Kebidanan Wahana Sehat Sidoarjo,-,"KAB. SIDOARJO - JAWA TIMUR, ID",2333,074113,1,0,0,0
Akademi Kebidanan Amanah Muara Bungo,-,"KAB. BUNGO - JAMBI, ID",3101,104111,1,0,0,51
STAI Al-Anwar Kuala Tungkal Jambi,-,"KAB. TANJUNG JABUNG BARAT - JAMBI, ID",3613,213018,0,0,0,0
STIT YPI Payakumbuh,-,"KOTA PAYAKUMBUH - SUMATERA BARAT, ID",3869,213307,1,0,0,0
Akademi Keperawatan Pemkab Ketapang,-,"KAB. KETAPANG - KALIMANTAN BARAT, ID",4381,344055,0,0,0,0
Sekolah Tinggi Agama Islam Rawa Aopa Konawe Selatan,STAIRAWAAOPAKONAWESELATAN,"KAB. KONAWE SELATAN - SULAWESI TENGGARA, ID",8244253,213637,3,0,0,0
Akademik Keperawatan Kota Tegal,AKPERPEMKOTTEGAL,"- - -, ID",30,0,0,0,0,0
Akademi Keperawatan Bina Husada Tebing Tinggi,-,"KOTA TEBING TINGGI - SUMATERA UTARA, ID",798,014200,1,0,0,0
AMIK Laksi-31,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1310,034141,2,0,0,0
Akademi Farmasi Sandi Karsa,AKFARSAKA,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2846,094113,0,0,0,0
STAI Ma`arif Sarolangun,-,"KAB. SAROLANGUN - JAMBI, ID",3614,213019,4,0,0,0
Sekolah Tinggi Teologi Lintas Budaya Jakarta,-,"KOTA ADM. JAKARTA UTARA - DKI JAKARTA, ID",4126,233095,2,0,0,0
Akademi Keperawatan Pemkab Kapuas,-,"KAB. KAPUAS - KALIMANTAN TENGAH, ID",4382,344056,0,0,0,0
Akademi Keperawatan PPNI Jawa Barat,-,"- - -, ID",4638,044141,0,0,0,0
Akademi Keperawatan Pemprov Jateng,AKPERPEMPROVJATENG,"- - -, ID",31,0,0,0,0,0
Akademi Keperawatan Mamba ul Ulum Surakarta,-,"KOTA SURAKARTA - JAWA TENGAH, ID",287,064107,0,0,0,51
Akademi Keperawatan Sehat Binjai,-,"KOTA BINJAI - SUMATERA UTARA, ID",799,014204,0,0,0,0
Akademi Kebidanan Al-Fathonah,D3KEBIDANAN,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1311,034142,1,0,0,0
Sekolah Tinggi Seni Musik Bandung,STIMB,"KOTA BANDUNG - JAWA BARAT, ID",1567,043187,2,2,0,1
Akademi Analis Kesehatan Putra Jaya Batam,-,"KOTA BATAM - KEPULAUAN RIAU, ID",3103,104113,1,0,0,0
STAI Ash-Shiddiqiyah Lempuing Jaya OKI,-,"UNKNOWN - UNKNOWN, ID",3871,0,0,0,0,0
Sekolah Tinggi Teologi Tiberias Jakarta,-,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",4127,233096,2,0,0,0
Akademi Keperawatan Murakata Barabai,-,"KAB. HULU SUNGAI TENGAH - KALIMANTAN SELATAN, ID",4383,344057,0,0,0,0
Sekolah Tinggi Teologi Imanuel Pacet,STTIP,"KOTA MOJOKERTO - JAWA TIMUR, ID",8244255,233352,2,0,0,0
Akademi Kebidanan Medica Obgin,-,"KOTA BANDUNG - JAWA BARAT, ID",1824,044224,1,0,0,0
STKIP Veteran Sidrap,-,"KAB. SIDENRENG RAPPANG - SULAWESI SELATAN, ID",2592,093018,1,0,0,0
Akademi Kebidanan Dian Harapan,-,"KAB. MAMASA - SULAWESI BARAT, ID",2848,094115,1,0,0,0
Akademi Akuntansi Dan Manajemen Pembangunan,-,"KAB. TEBO - JAMBI, ID",3104,104114,0,0,0,0
Akademi Keperawatan Pemprov Kaltim,-,"KOTA SAMARINDA - KALIMANTAN TIMUR, ID",4384,344058,0,0,0,0
Akademi Kebidanan Kharisma Husada Binjai,-,"KOTA BINJAI - SUMATERA UTARA, ID",801,014207,1,1,0,161
Akademi Teknik Informatika Tunas Bangsa,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1313,034147,2,0,0,0
Disabled -- Universitas Katolik Widya Mandala Surabaya,UKWMS,"KOTA SURABAYA - JAWA TIMUR, ID",2081,071003,0,0,0,0
Akademi Kebidanan Surya Sehat,-,"- - -, ID",2337,074118,0,0,0,0
Akademi Kebidanan Inau,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2849,094116,1,0,0,0
Akademi Bahasa Asing Permata Harapan,-,"KOTA BATAM - KEPULAUAN RIAU, ID",3105,104116,1,0,0,0
STT Lighthouse Equipping Theological School (Lets),-,"KAB. BEKASI - JAWA BARAT, ID",4129,233098,3,0,0,0
Akademi Keperawatan Pemkab Bulukumba,-,"KAB. BULUKUMBA - SULAWESI SELATAN, ID",4385,344059,0,0,0,0
Akademi Kebidanan Sifra Husada,-,"KAB. DELI SERDANG - SUMATERA UTARA, ID",802,014209,1,0,0,0
Universitas Tri Tunggal,-,"- - -, ID",2082,071054,0,1,0,10
Akademi Kebidanan Dr Soebandi,-,"KAB. JEMBER - JAWA TIMUR, ID",2338,074119,1,1,0,102
STAI Duta Bangsa Bekasi,-,"KOTA BEKASI - JAWA BARAT, ID",3618,213023,1,0,0,0
"STAI YPI Baturaja, OKU, Sumatera Selatan",-,"UNKNOWN - UNKNOWN, ID",3874,0,0,0,0,0
Akademi Keperawatan Pemkab Wajo,-,"KAB. WAJO - SULAWESI SELATAN, ID",4386,344060,0,0,0,0
Akademi Keperawatan Aisyiyah Bandung,-,"- - -, ID",4642,044142,0,0,0,0
Akper Pandan Harum Banjarmasin,AKPERPANDANHARUM,"KOTA BANJARMASIN - KALIMANTAN SELATAN, ID",8226,114073,1,0,0,0
Disabled -- Akademi Manajemen Informatika dan Komputer Imelda,-,"KOTA MEDAN - SUMATERA UTARA, ID",803,014213,0,0,0,0
Akademi Pariwisata Krisanti Widya Mandiri,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1315,034150,0,0,0,0
Sekolah Tinggi Teknologi Informatika Sony Sugema,-,"KOTA BANDUNG - JAWA BARAT, ID",1571,043192,2,0,0,0
Akademi Kebidanan Brawijaya Husada,-,"KOTA MALANG - JAWA TIMUR, ID",2339,074120,0,0,0,0
Akademi Kebidanan Sumber Kasih Enrekang,-,"KAB. ENREKANG - SULAWESI SELATAN, ID",2851,094118,1,0,0,0
Akademi Kebidanan Pelita Andalas,-,"KOTA BUKITTINGGI - SUMATERA BARAT, ID",3107,104118,1,5,0,1
Sekolah Tinggi Teologi Paulus Jakarta,-,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",4131,233102,2,0,0,0
Akademi Keperawatan Anging Mammiri Pemprov Sulsel,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",4387,344061,0,0,0,0
Akademi Keperawatan Takasima Kabanjahe,-,"KAB. KARO - SUMATERA UTARA, ID",804,014214,0,0,0,0
Politeknik Manufaktur Igasa Pindad,-,"- - -, ID",1060,045011,0,0,0,0
"STIT Al-Quraniyah, Manna, Bengkulu Selatan",-,"KAB. BENGKULU SELATAN - BENGKULU, ID",3876,213316,2,0,0,0
Sekolah Tinggi Teologi Apollos Jakarta,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",4132,233103,4,0,0,0
Akademi Keperawatan Pemkab Buton,-,"KAB. BUTON - SULAWESI TENGGARA, ID",4388,344062,1,0,0,0
Akademi Keperawatan Pemkot Tegal,-,"KOTA TEGAL - JAWA TENGAH, ID",293,344037,0,0,0,0
Akademi Kebidanan Audi Husada Medan,-,"KOTA MEDAN - SUMATERA UTARA, ID",805,014215,0,3,0,154
Akademi Kebidanan Pelita Persada,-,"KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",1317,034154,1,0,0,0
Akademi Kebidanan Satu Enam Lima,-,"KOTA PEKANBARU - KEPULAUAN RIAU, ID",3109,104120,1,0,0,0
STIT Al-Qur`an Al-Ittifaqiah (STITQI) Ogan Ilir Sumatera Selatan,-,"KAB. OGAN ILIR - SUMATERA SELATAN, ID",3877,213317,0,0,0,0
Akademi Keperawatan Pemkab Kolaka,-,"KAB. KOLAKA - SULAWESI TENGGARA, ID",4389,344063,0,0,0,0
Akademi Kebidanan Bakti Utama Pati,-,"KAB. PATI - JAWA TENGAH, ID",294,064103,0,0,0,153
Sekolah Tinggi Ilmu Ekonomi Paripurna,-,"KOTA TANGERANG SELATAN - BANTEN, ID",1574,043195,2,0,0,0
Akademi Kebidanan Cipta Daya Husada,-,"KOTA TANGERANG - BANTEN, ID",1830,044231,1,0,0,0
sekolah tinggi manajemen informatika dan komputer abulyatama,STMIKABULYATAMA,"- - -, ID",3366,0,0,0,0,0
STAI Terpadu Modern Sahid Bogor,-,"UNKNOWN - UNKNOWN, ID",3622,213028,0,0,0,0
Akademi Keperawatan Pemkab Muna,-,"KAB. MUNA - SULAWESI TENGGARA, ID",4390,344064,0,0,0,0
Akademi Pariwisata Bogor BHI,-,"- - -, ID",4646,044189,0,0,0,0
Sekolah Tinggi Ilmu Tarbiyah (STIT) Al-Azami Cianjur,STITAL-AZAMICIANJUR,"KAB. CIANJUR - JAWA BARAT, ID",8244006,213031,2,0,0,0
Akademi Keperawatan RSU Herna,-,"KOTA MEDAN - SUMATERA UTARA, ID",807,014216,1,0,0,0
Akademi Kebidanan Imam Bonjol,-,"KOTA PADANG PANJANG - SUMATERA BARAT, ID",3111,104123,1,0,0,0
STAI Al-Ma`arif Ciamis,-,"KAB. CIAMIS - JAWA BARAT, ID",3623,213029,5,0,0,0
Sekolah Tinggi Teologi Immanuel Nusantara Jakarta,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",4135,233106,1,0,0,0
Akademi Keperawatan Pemkab Konawe,-,"KAB. KONAWE - SULAWESI TENGGARA, ID",4391,344065,0,0,0,0
Sekolah Tinggi Hindu Dharma,STHDKLATEN,"- - -, ID",40,0,0,0,0,0
Akademi Kebidanan Bina Sejaktera Ameta,-,"- - -, ID",808,0,0,0,0,0
Akademi Kebidanan Suluh Bangsa,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1320,034157,0,0,0,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Al-Khairiyah,-,"KOTA CILEGON - BANTEN, ID",1576,043197,0,0,0,0
Akademi Keperawatan Kosgoro Mojokerto,-,"- - -, ID",2344,074125,1,0,0,0
Sekolah Tinggi Ilmu Administrasi Pancamarga Palu,-,"KOTA PALU - SULAWESI TENGAH, ID",2600,163002,1,0,0,0
Akademi Kebidanan Masamba,-,"KAB. LUWU - SULAWESI SELATAN, ID",2856,094123,1,0,0,0
Akademi Teknik Gigi YLPTK Padang,ATG,"KOTA PADANG - SUMATERA BARAT, ID",3112,104124,1,1,0,258
Sekolah Tinggi Ilmu Administrasi Iskandarthani,STIAISKANDARTHANI,"KOTA BANDA ACEH - ACEH, ID",3368,133006,1,0,0,0
Akademi Keperawatan Pemkab Donggala,-,"KOTA PALU - SULAWESI TENGAH, ID",4392,344066,1,0,0,0
Akademi Keperawatan Abdi Florensia,-,"KOTA PEMATANGSIANTAR - SUMATERA UTARA, ID",809,014220,1,0,0,0
Akademi Kebidanan Kartika Mitra Husada,-,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",1321,034159,1,0,0,0
STMIK Ganesha Bandung,-,"KOTA BANDUNG - JAWA BARAT, ID",1577,043198,5,0,0,0
Akademi Kebidanan Permata Delima,-,"- - -, ID",2345,074126,0,0,0,0
STISIP Panca Bhakti Palu,-,"KOTA PALU - SULAWESI TENGAH, ID",2601,163003,2,0,0,0
Akademi Kebidanan Mayapada Gading Persada,-,"KAB. PANGKAJENE KEPULAUAN - SULAWESI SELATAN, ID",2857,094124,1,0,0,0
Sekolah Tinggi Teknik Iskandar Thani,-,"KOTA BANDA ACEH - ACEH, ID",3369,133007,1,0,0,0
STIT As-Shiddiqin Cianjur,-,"- - -, ID",3625,0,0,0,0,0
"STIT Muara Enim, Sumatera Selatan",-,"KAB. MUARA ENIM - SUMATERA SELATAN, ID",3881,213322,1,0,0,0
Sekolah Tinggi Teologi Doulos Jakarta,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",4137,233109,2,0,0,0
Akademi Keperawatan Luwuk,-,"KAB. BANGGAI - SULAWESI TENGAH, ID",4393,344067,0,0,0,0
Politeknik Darma Ganesha,POLTEKDARMAGANESHA,"KAB. BELITUNG - KEPULAUAN BANGKA BELITUNG, ID",8244009,025013,4,0,0,0
STIKES Shinta Jaya Mamuju,-,"KAB. MAMUJU - SULAWESI BARAT, ID",8244521,093206,0,0,0,0
Akademi Kebidanan Sismadi,-,"- - DKI JAKARTA, ID",1322,034160,1,0,0,0
Akademi Perpajakan Padang (AKAP) Bekasi,-,"KAB. BEKASI - JAWA BARAT, ID",1834,044235,1,0,0,0
Akademi Kebidanan Anindya,-,"- - -, ID",2346,074127,0,0,0,0
STIT At-Taqwa Gegerkalong Bandung,-,"KOTA BANDUNG - JAWA BARAT, ID",3626,213032,1,0,0,0
Akademi Keperawatan Pemda Toli-Toli,-,"KAB. BUOL - SULAWESI TENGAH, ID",4394,344068,0,0,0,0
Akademi Kebidanan Widya Karsa Jayakarta,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1323,034161,1,0,0,0
Sekolah Tinggi Ilmu Al-Qur`an (STIQ) Isy Karima Karanganyar,-,"KAB. KARANGANYAR - JAWA TENGAH, ID",3627,213034,1,0,0,0
Sekolah Tinggi Teologi Victory Cibubur,-,"KAB. BOGOR - JAWA BARAT, ID",4139,233111,1,0,0,0
Akademi Keperawatan Pemkab Belitung,-,"KAB. BELITUNG - KEPULAUAN BANGKA BELITUNG, ID",4395,344069,0,0,0,0
Akademi Komunitas Olat Maras,-,"KAB. BIMA - NUSA TENGGARA BARAT, ID",8235,086002,1,0,0,0
Sekolah Tinggi Teknik Bina Cendikia,-,"KOTA BANDA ACEH - ACEH, ID",3372,133010,1,5,0,0
Akademi Keperawatan Pemda Kabupaten Serang,-,"- - -, ID",4396,344070,0,0,0,0
Akademi Keperawatan Pemprov Jawa Tengah,-,"KAB. WONOSOBO - JAWA TENGAH, ID",301,344036,0,0,0,0
Akademi Kebidanan YPDR,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1325,034163,1,0,0,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Amsir Pare-pare,-,"KOTA PARE PARE - SULAWESI SELATAN, ID",2605,093033,0,0,0,0
Akademi Kebidanan Haji Amirullah,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2861,094128,1,0,0,0
Akademi Keperawatan YPSBR Muara Bulian,-,"KAB. BATANGHARI - JAMBI, ID",3117,104130,1,0,0,0
"STAI Al-Amanah Jeneponto, Sulawesi Selatan",-,"KAB. JENEPONTO - SULAWESI SELATAN, ID",3885,213327,0,0,0,0
Sekolah Tinggi Teologi Sunsugos Jakarta,-,"KOTA ADM. JAKARTA UTARA - DKI JAKARTA, ID",4141,233114,4,0,0,0
Akademi Keperawatan Pemkab Kotawaringin Timur Kalteng,-,"KAB. KOTAWARINGIN TIMUR - KALIMANTAN TENGAH, ID",4397,344071,1,0,0,0
Sekolah Tinggi Ilmu Tarbiyah Madani Yogyakarta,-,"UNKNOWN - UNKNOWN, ID",8237,213618,2,0,0,0
Akademi Keperawatan Syekh Yusuf Gowa,AKPERSYEKHYUSUFGOWA,"KOTA MAKASSAR - SULAWESI SELATAN, ID",8244013,094149,1,0,0,0
Akademi Keperawatan Sari Mutiara Medan,-,"- - -, ID",814,014228,0,0,0,0
Universitas Wiraswasta Indonesia,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1070,031022,2,0,0,0
Akademi Kebidanan Prestasi Agung,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1326,034167,1,0,0,0
Akademi Kebidanan Menara Bunda,-,"KAB. KOLAKA - SULAWESI TENGGARA, ID",2862,094129,1,0,0,0
"STAI Al-Azhary Mamuju, Sulawesi Barat",-,"KAB. MAMUJU - SULAWESI BARAT, ID",3886,213328,2,0,0,0
STT Biblika Jakarta,-,"- - DKI JAKARTA, ID",4142,233117,2,0,0,0
Akademi Analis Kesehatan Bakti Asih,-,"- - -, ID",4654,044209,0,0,0,0
Disabled -- Sekolah Tinggi Ilmu Kesehatan Panti Wilasa,-,"UNKNOWN - UNKNOWN, ID",8244270,063117,0,0,0,0
Akademi Keperawatan Syuhada Padangsidempuan,-,"- - -, ID",815,014232,0,0,0,0
Akademi Komunikasi The Next Academy,-,"- - -, ID",1327,0,0,0,0,0
Akademi Kebidanan Putri Bangsa Pariaman,-,"KAB. PADANG PARIAMAN - SUMATERA BARAT, ID",3119,104132,1,0,0,0
STT SAMUEL ELIZABETH,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",4143,233118,4,12,0,1
Akademi Minyak dan Gas Bumi (STEM),-,"- - -, ID",4399,354001,0,0,0,0
Akademi Kebidanan Karsa Husada Garut,-,"- - -, ID",4655,044212,0,0,0,0
Disable -- Sekolah Tinggi Ilmu Ekonomi Media Nusantara Citra,STIEMNC,"KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",8244015,033212,0,0,0,0
Disable -- Universitas Kusuma Husada Surakarta,UKHSURAKARTA,"KOTA SURAKARTA - JAWA TENGAH, ID",8244271,061055,0,0,0,0
Akademi Kebidanan Mitra Persahabatan,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1328,034169,1,0,0,0
Sekolah Tinggi Ilmu Kesehatan Garut,-,"KAB. GARUT - JAWA BARAT, ID",1584,043211,2,0,0,0
Politeknik Bina Budaya Cipta,-,"KOTA SUKABUMI - JAWA BARAT, ID",1840,045004,2,0,0,0
Sekolah Tinggi Ilmu Komunikasi Manado,-,"KOTA MANADO - SULAWESI UTARA, ID",2608,163007,0,0,0,0
Akademi Kebidanan Hang Jebat,-,"KOTA DUMAI - KEPULAUAN RIAU, ID",3120,104133,1,0,0,0
Sekolah Tinggi Ilmu Psikologi Harapan Bangsa,-,"KOTA BANDA ACEH - ACEH, ID",3376,133014,1,0,0,0
Sekolah Tinggi Ilmu Ekonomi Trianandra,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",305,033087,3,0,0,0
Politeknik Surabaya,-,"KOTA SURABAYA - JAWA TIMUR, ID",2353,075004,3,0,0,0
"STAI Al-Ghazali Barru, Sulawesi Selatan",-,"KAB. BARRU - SULAWESI SELATAN, ID",3889,213331,1,0,0,0
STT BAKTI FILADELFIA,-,"- - DKI JAKARTA, ID",4145,233121,2,0,0,0
"STAI Pelabuhan Ratu, Sukabumi",-,"KAB. SUKABUMI - JAWA BARAT, ID",8244529,213124,1,0,0,0
Akademi Kebidanan Bambapuang Prima Persada,-,"- - -, ID",2866,094133,0,0,0,0
Sekolah Tinggi Teologia Kabar Baik,-,"KAB. BANDUNG - JAWA BARAT, ID",4146,233123,1,0,0,0
Ikatan Ilmuwan Internasional Jerman,DIASPORAJERMAN,"UNKNOWN - UNKNOWN, ID",8244018,402,0,0,0,0
Akademi Kebidanan Medistra Lubuk Pakam,-,"KAB. DELI SERDANG - SUMATERA UTARA, ID",819,014241,0,0,0,0
Politeknik Kesehatan Majapahit,-,"- - -, ID",2355,075006,0,0,0,713
Akademi Kebidanan Aisyah Kabupaten Pangkep,-,"KAB. PANGKAJENE KEPULAUAN - SULAWESI SELATAN, ID",2867,094134,1,0,0,0
Akademi Pariwisata Makassar,-,"- - -, ID",4403,383003,0,0,0,0
Akademi Kebidanan Aisyiyah Bandung,-,"- - -, ID",4659,044216,0,0,0,0
Ikatan Ilmuwan Internasional Singapura,DIASPORASINGAPURA,"UNKNOWN - UNKNOWN, ID",8244019,403,0,0,0,0
Akademi Pendidikan Kesehatan Talitakum,-,"KOTA MEDAN - SUMATERA UTARA, ID",820,014249,2,0,0,0
Akademi Sekretaris Dan Manajemen Laksi-31,-,"- - -, ID",1332,034172,0,0,0,0
STAI Al-Mahdi Fakfak,-,"KAB. FAK FAK - PAPUA BARAT, ID",3892,213334,2,0,0,0
Sekolah Tinggi Teologi Misi Tuaian Semesta Bandung,-,"KAB. BANDUNG BARAT - JAWA BARAT, ID",4148,233126,1,0,0,0
Ikatan Ilmuwan Internasional Korea Selatan,DIASPORAKOREASELATAN,"UNKNOWN - UNKNOWN, ID",8244020,404,0,0,0,0
Politeknik Batam,-,"- - -, ID",565,105001,0,0,0,0
Akademi Keperawatan Rumah Sakit Jakarta,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1333,034173,0,0,0,0
Akademi Kebidanan Reformasi,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2869,094136,1,0,0,0
Sekolah Tinggi Ilmu Pertanian Yashafa,-,"KAB. ACEH SINGKIL - ACEH, ID",3381,133019,2,0,0,0
-,-,"UNKNOWN - UNKNOWN, ID",8245,-,0,0,0,0
Ikatan Ilmuwan Internasional Belanda,DIASPORABELANDA,"UNKNOWN - UNKNOWN, ID",8244021,405,0,0,0,0
Politeknik Profesional Mandiri,-,"KOTA MEDAN - SUMATERA UTARA, ID",822,015007,0,0,0,0
Akademi Keperawatan As-Syafi iyah,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1334,034174,0,0,0,0
Akademi Kebidanan Graha Rabita Anugerah,-,"- - -, ID",2870,094137,0,0,0,0
Ikatan Ilmuwan Internasional Britania Raya,DIASPORABRITANIARAYA,"UNKNOWN - UNKNOWN, ID",8244022,406,0,0,0,0
Akademi Kebidanan Farama Mulya,AKBIDFARAMAMULYA,"KOTA BEKASI - JAWA BARAT, ID",1335,034175,1,0,0,0
Sekolah Tinggi Teknologi Fatahillah Cilegon,-,"KAB. SERANG - BANTEN, ID",1591,043218,3,0,0,0
Akademi Akuntansi dan Komputer Stephen Jambi,-,"KOTA JAMBI - JAMBI, ID",3127,104141,0,1,0,1
STAI DDI Majene,-,"KAB. MAJENE - SULAWESI BARAT, ID",3895,213340,2,0,0,0
STT Bina Muda Wirawan Tangerang,-,"KAB. TANGERANG - BANTEN, ID",4151,233132,1,0,0,0
Akademi Perikanan Bitung,-,"- - -, ID",4407,394002,0,0,0,0
