Affiliations,Level,Department,Authors,Code ,Score 3 Yr,Score Overall
Universitas Sriwijaya,S2,Pendidikan Fisika,6,84103,2407,4564
Universitas Sriwijaya,S2,Teknik Kimia,6,24101,2291,7166
Universitas Sriwijaya,Sp1,Ilmu Penyakit Kulit Dan Kelamin,14,11704,2288,3987
Universitas Sriwijaya,S1,Budidaya Perairan,13,54243,2127,5040
Universitas Sriwijaya,Sp2,Ilmu Penyakit Dalam,14,11802,2092,3272
Universitas Sriwijaya,S1,Peternakan,13,54231,2069,5023
Universitas Sriwijaya,S1,Biologi,19,46201,2046,4607
Universitas Sriwijaya,S2,Biomedik,6,11106,1953,4362
Universitas Sriwijaya,S3,Ilmu Lingkungan,5,95029,1943,7298
Universitas Sriwijaya,S1,Kesehatan Lingkungan,6,13251,1920,4010
Universitas Sriwijaya,S2,Teknik Sipil,7,22101,1892,4574
Universitas Sriwijaya,S1,Akuntansi,30,62201,1882,3863
Universitas Sriwijaya,S2,Pendidikan Bahasa,7,88111,1871,2902
Universitas Sriwijaya,S2,Fisika,6,45102,1856,4449
Universitas Sriwijaya,Sp1,Ilmu Kebidanan Dan Penyakit Kandungan,14,11708,1840,3800
Universitas Sriwijaya,Pro,Profesi Dokter,17,11901,1813,2380
Universitas Sriwijaya,S1,Teknologi Hasil Pertanian,19,41231,1781,5669
Universitas Sriwijaya,S2,Agribisnis,7,54101,1666,3527
Universitas Sriwijaya,S1,Sosiologi,13,69201,1614,2132
Universitas Sriwijaya,S1,Pendidikan Bahasa Inggris,22,88203,1598,2328
Universitas Sriwijaya,D3,Teknik Komputer,7,56401,1594,2676
Universitas Sriwijaya,S2,Pengelolaan Lingkungan,6,95129,1526,3648
Universitas Sriwijaya,S1,Pendidikan Fisika,12,84203,1502,2618
Universitas Sriwijaya,S1,Ilmu Komunikasi,12,70201,1371,1758
Universitas Sriwijaya,S1,Ilmu Hukum,34,74201,1360,2852
Universitas Sriwijaya,S1,Pendidikan Guru Pendidikan Anak Usia Dini,8,86207,1334,2524
Universitas Sriwijaya,S1,Kesehatan Masyarakat,16,13201,1306,2980
Universitas Sriwijaya,S1,Ekonomi Pembangunan,25,60201,1284,2227
Universitas Sriwijaya,S2,Kependudukan,7,95102,1277,2646
Universitas Sriwijaya,Sp1,Ilmu Kesehatan Anak,17,11711,1234,2359
Universitas Sriwijaya,Pro,Pendidikan Profesi Guru,4,86904,1225,1978
Universitas Sriwijaya,S1,Teknik Geologi,10,34201,1191,3046
Universitas Sriwijaya,S1,Pendidikan Biologi,13,84205,1190,2172
Universitas Sriwijaya,S1,Pendidikan Kimia,15,84204,1155,2535
Universitas Sriwijaya,S1,Pendidikan Pancasila Dan Kewarganegaraan,11,87205,1132,2499
Universitas Sriwijaya,S1,Agronomi,11,54204,1118,2687
Universitas Sriwijaya,S1,"Pendidikan Jasmani, Kesehatan Dan Rekreasi",8,85201,1112,1704
Universitas Sriwijaya,S1,Ilmu Hubungan Internasional,21,84201,1093,1623
Universitas Sriwijaya,S1,Ilmu Keperawatan,11,14201,956,1806
Universitas Sriwijaya,S2,Ilmu Manajemen,6,61102,928,1422
Universitas Sriwijaya,S3,Ilmu Manajemen,6,61001,887,1967
Universitas Sriwijaya,S2,Teknik Pertambangan,4,31101,861,1851
Universitas Sriwijaya,Sp1,Anestesiologi Dan Reanimasi,6,11706,816,1190
Universitas Sriwijaya,S1,Teknik Arsitektur,23,23201,808,1582
Universitas Sriwijaya,D3,Manajemen Informatika,8,57401,800,1834
Universitas Sriwijaya,S2,Pendidikan Olah Raga,6,85101,792,1302
Universitas Sriwijaya,S1,Pendidikan Bahasa Dan Sastra Indonesia,24,88201,786,1626
Universitas Sriwijaya,Sp1,Ilmu Penyakit Dalam,12,11702,777,1416
Universitas Sriwijaya,S1,Agribisnis,20,54201,765,1445
Universitas Sriwijaya,Pro,Profesi Ners,8,14901,748,1403
Universitas Sriwijaya,S1,Manajemen,19,61201,736,1818
Universitas Sriwijaya,S2,Manajemen,4,61101,733,1111
Universitas Sriwijaya,S3,Ilmu Hukum,8,74001,706,1314
Universitas Sriwijaya,D3,Akuntansi,11,62401,682,1506
Universitas Sriwijaya,S1,Psikologi,11,73201,661,926
Universitas Sriwijaya,S2,Ilmu Ekonomi,7,60101,618,1363
Universitas Sriwijaya,S2,Ilmu Hukum,9,74101,600,1107
Universitas Sriwijaya,Sp1,Ilmu Penyakit Mata,10,11701,594,874
Universitas Sriwijaya,S3,Ilmu Ekonomi,6,60001,588,1473
Universitas Sriwijaya,S2,Kenotariatan,6,74102,580,1200
Universitas Sriwijaya,S1,Pendidikan Ekonomi,10,87203,553,1093
Universitas Sriwijaya,S1,Kedokteran Gigi,6,12201,547,822
Universitas Sriwijaya,S1,Ilmu Tanah,7,54294,541,1168
Universitas Sriwijaya,Pro,Profesi Akuntan,6,62901,537,1296
Universitas Sriwijaya,D3,Komputerisasi Akuntansi,7,57402,527,1321
Universitas Sriwijaya,S1,Pendidikan Guru Sekolah Dasar,11,86206,478,923
Universitas Sriwijaya,Sp1,Ilmu Penyakit Syaraf,5,11703,468,559
Universitas Sriwijaya,Sp1,Ilmu Penyakit THT,5,11705,435,750
Universitas Sriwijaya,S1,Bimbingan Dan Konseling,6,86201,399,794
Universitas Sriwijaya,S1,Pendidikan Sejarah,10,87201,395,980
Universitas Sriwijaya,S2,Sosiologi,4,69101,384,877
Universitas Sriwijaya,S1,Teknik Pertanian,17,41201,370,1381
Universitas Sriwijaya,S1,Pendidikan Teknik Mesin,11,83203,361,927
Universitas Sriwijaya,S3,Administrasi Publik,5,63002,354,736
Universitas Sriwijaya,Sp1,Ilmu Bedah,16,11707,347,482
Universitas Sriwijaya,D3,Kesekretariatan,5,63412,332,550
Universitas Sriwijaya,S2,Teknologi Pendidikan,6,86103,317,762
Universitas Sriwijaya,Pro,Profesi Dokter Gigi,10,12901,316,574
Universitas Sriwijaya,S1,Pendidikan Luar Sekolah,6,86205,304,539
Universitas Sriwijaya,S2,Administrasi Publik,5,63101,279,419
Universitas Sriwijaya,Sp1,Ortopedi dan Traumatologi,5,11728,258,524
Universitas Sriwijaya,S1,Gizi,9,13211,233,1512
Universitas Sriwijaya,Sp1,Ilmu Patologi Anatomi,5,11718,232,282
Universitas Sriwijaya,S1,Teknik Pertambangan,11,31201,218,898
Universitas Sriwijaya,S1,PJJ Pendidikan Guru Sekolah Dasar,0,86209,0,0
Universitas Sriwijaya,Pro,Program Profesi Insinyur,0,23902,0,0
Universitas Sriwijaya,S1,Ilmu Administrasi Publik,0,63203,0,0
Universitas Jember,S2,Pendidikan Matematika,6,84102,12243,19076
Universitas Jember,S1,Pendidikan Matematika,20,84202,6177,10542
Universitas Jember,S1,Farmasi,30,48201,6165,21966
Universitas Jember,S1,Matematika,15,44201,5813,11299
Universitas Jember,S1,Pendidikan  IPA,13,84206,4409,8039
Universitas Jember,S2,Pendidikan Ilmu Pengetahuan Sosial,6,87120,4092,5264
Universitas Jember,S1,Ilmu Keperawatan,32,14201,3978,7356
Universitas Jember,S1,Pendidikan Dokter,44,11201,3846,10101
Universitas Jember,S1,Teknik Mesin,13,21201,3687,7398
Universitas Jember,S1,Pendidikan Geografi,8,87202,3307,4616
Universitas Jember,S1,Pendidikan Fisika,9,84203,3258,7153
Universitas Jember,S1,Pendidikan Ekonomi,12,87203,3257,4158
Universitas Jember,S3,Pendidikan Ilmu Pengetahuan Alam,5,84001,3154,4845
Universitas Jember,S1,Pendidikan Sejarah,8,87201,3139,3481
Universitas Jember,S1,Pendidikan Guru Sekolah Dasar,13,86206,3004,5458
Universitas Jember,S1,Kesehatan Masyarakat,36,13201,2873,6015
Universitas Jember,S1,Pendidikan Biologi,18,84205,2780,5252
Universitas Jember,S1,Kimia,21,47201,2647,7117
Universitas Jember,S1,Manajemen,19,61201,2633,4732
Universitas Jember,S2,Pendidikan Ilmu Pengetahuan Alam,6,84101,2583,5654
Universitas Jember,S1,Informatika,7,55201,2553,9040
Universitas Jember,S1,Agroteknologi,21,54211,2326,4578
Universitas Jember,S1,Teknik Kimia,8,24201,2303,4631
Universitas Jember,S2,Matematika,6,44101,2150,4095
Universitas Jember,S2,Teknik Sipil,5,22101,2024,4163
Universitas Jember,S1,Fisika,13,45201,1969,6199
Universitas Jember,S2,Fisika,6,45102,1851,6338
Universitas Jember,S1,Ekonomi Pembangunan,14,60201,1851,2816
Universitas Jember,S2,Bioteknologi,5,54107,1802,10159
Universitas Jember,S1,Pendidikan Dokter Gigi,32,12201,1726,5395
Universitas Jember,S1,Teknik Pertanian,12,41201,1704,4866
Universitas Jember,S2,Biologi,6,46101,1644,4668
Universitas Jember,S1,Teknik Sipil,10,22201,1623,2981
Universitas Jember,S1,Teknik Elektro,16,20201,1612,3014
Universitas Jember,S3,Ilmu Pertanian,6,54001,1597,4103
Universitas Jember,S1,Pendidikan Luar Sekolah,11,86205,1489,2341
Universitas Jember,S1,Biologi,15,46201,1484,14123
Universitas Jember,S1,Ilmu Hubungan Internasional,17,64201,1437,3043
Universitas Jember,S1,Agribisnis,18,54201,1419,2320
Universitas Jember,Pro,Dokter Gigi,34,12901,1354,3334
Universitas Jember,S1,Teknologi Informasi,8,59201,1353,2772
Universitas Jember,S2,Agribisnis,6,54101,1308,1990
Universitas Jember,S2,Akuntansi,6,62101,1268,2332
Universitas Jember,S2,Teknik Elektro,5,20101,1217,5133
Universitas Jember,S1,Pendidikan Bahasa Inggris,13,88203,1208,2373
Universitas Jember,S1,Teknologi Hasil Pertanian,17,41231,1207,2678
Universitas Jember,S2,Pengelolaan Sumberdaya Air Pertanian,5,22103,1153,1619
Universitas Jember,S1,Akuntansi,16,62201,1127,2221
Universitas Jember,S2,Pendidikan Dasar,4,86122,1126,1551
Universitas Jember,S2,Teknologi Agroindustri,8,41111,1104,3603
Universitas Jember,S2,Agronomi,6,54104,1020,1937
Universitas Jember,S3,Ilmu Ekonomi,6,60001,1007,1724
Universitas Jember,S2,Ilmu Kesehatan Masyarakat,4,13101,986,1824
Universitas Jember,S2,Teknik Mesin,6,21103,977,2240
Universitas Jember,S1,Peternakan,7,54231,946,1210
Universitas Jember,S1,Sastra Indonesia,18,79201,899,1384
Universitas Jember,S1,Proteksi Tanaman,9,54295,897,1180
Universitas Jember,D3,Keperawatan,16,14401,868,1555
Universitas Jember,S1,Pendidikan Bahasa Dan Sastra Indonesia,14,88201,864,1419
Universitas Jember,S1,Sastra Inggris,19,79202,850,1879
Universitas Jember,D3,Perpajakan,7,63421,824,1204
Universitas Jember,S1,Penyuluhan Pertanian,10,54203,746,1216
Universitas Jember,D4,Teknologi Rekayasa Elektronika,7,20307,682,1198
Universitas Jember,D4,Rekayasa Perancangan Mekanik,6,21301,678,967
Universitas Jember,S3,Ilmu Manajemen,5,61001,661,1336
Universitas Jember,S1,Sistem Informasi,8,57201,661,1536
Universitas Jember,S1,Teknologi Industri Pertanian,8,41211,622,1093
Universitas Jember,S1,Teknik Pertambangan,5,31201,603,946
Universitas Jember,S2,Manajemen,6,61101,602,1313
Universitas Jember,Pro,Ners,6,14901,552,725
Universitas Jember,S1,Ilmu Sejarah,12,80201,538,1616
Universitas Jember,S1,Agronomi,9,54204,518,999
Universitas Jember,S1,Televisi Dan Film,12,91261,495,765
Universitas Jember,D3,Kesekretariatan,6,63412,485,890
Universitas Jember,Pro,Profesi Apoteker,6,48091,476,940
Universitas Jember,S1,Sosiologi,10,69201,472,923
Universitas Jember,D4,Teknologi Rekayasa Konstruksi Bangunan Gedung,4,22303,459,794
Universitas Jember,S2,Kenotariatan,5,74102,450,727
Universitas Jember,S1,Ilmu Administrasi Negara,11,63201,446,658
Universitas Jember,S1,Perencanaan Wilayah dan Kota,6,35201,405,753
Universitas Jember,S2,Ilmu Linguistik,5,79102,403,827
Universitas Jember,S3,Ilmu Administrasi,4,63001,365,681
Universitas Jember,S1,Ilmu Tanah,12,54294,360,710
Universitas Jember,Pro,Pendidikan Profesi Guru,3,86904,354,1004
Universitas Jember,S1,Gizi,5,13211,341,586
Universitas Jember,S1,Teknik Lingkungan,7,352045,309,1161
Universitas Jember,S2,Ilmu Hukum,5,74101,301,441
Universitas Jember,Pro,Profesi Insinyur,5,23902,266,547
Universitas Jember,S1,Ilmu Administrasi Niaga,9,63211,262,447
Universitas Jember,S1,Ilmu Pertanian,11,54271,256,396
Universitas Jember,S1,Ilmu Hukum,28,74201,256,638
Universitas Jember,S2,Ilmu Ekonomi,6,60101,233,615
Universitas Jember,S1,Ilmu Kesejahteraan Sosial,13,72201,232,422
Universitas Jember,D3,Akuntansi,6,62401,214,403
Universitas Jember,D3,Usaha Perjalanan Wisata,5,93401,192,252
Universitas Jember,S1,Pendidikan Guru Pendidikan Anak Usia Dini,8,86207,163,243
Universitas Jember,S2,Ilmu Administrasi,3,63101,144,335
Universitas Jember,D3,Administrasi Keuangan,6,63413,136,176
Universitas Jember,D3,Manajemen Perusahaan,7,61405,135,361
Universitas Jember,S1,Ekonomi Syariah,2,60206,112,132
Universitas Jember,S1,Teknik Konstruksi Perkapalan,4,36201,83,505
Universitas Jember,S1,Teknik Perminyakan,4,32201,65,105
Universitas Jember,Pro,Dokter,7,11901,65,225
Universitas Jember,S3,Ilmu Hukum,4,74001,54,144
Universitas Jember,D3,Teknik Sipil,1,22401,33,122
Universitas Jember,Pro,Program Pendidikan Profesi Guru,0,86902,0,0
Universitas Jember,S3,Bioteknologi,0,54008,0,0
Universitas Jember,S3,Pendidikan Matematika,0,84002,0,0
Universitas Jember,D3,Keperawatan (Kampus Kota Pasuruan),11,14472,0,0
Universitas Jember,D3,Teknik Elektronika,0,20401,0,0
Universitas Jember,D3,Teknik Mesin,0,21401,0,0
Universitas Negeri Surabaya,S1,Pendidikan Fisika,18,84203,9989,16952
Universitas Negeri Surabaya,S1,Fisika,19,45201,6628,13551
Universitas Negeri Surabaya,S1,Pendidikan Kimia,15,84204,3980,7541
Universitas Negeri Surabaya,S3,Pendidikan Sains,5,84001,3969,9639
Universitas Negeri Surabaya,S3,Pendidikan Matematika,6,84002,3747,9557
Universitas Negeri Surabaya,S1,Pendidikan Sains,22,84201,3573,7264
Universitas Negeri Surabaya,S1,Pendidikan Ekonomi,13,87203,3550,5071
Universitas Negeri Surabaya,S1,Matematika,12,44201,3411,8772
Universitas Negeri Surabaya,S1,Pendidikan Teknik Elektro,16,83201,2780,4469
Universitas Negeri Surabaya,S1,Biologi,17,46201,2555,4785
Universitas Negeri Surabaya,S2,Pendidikan Biologi,5,84105,2397,4921
Universitas Negeri Surabaya,S1,Pendidikan Biologi,12,84205,2264,4076
Universitas Negeri Surabaya,S2,Pendidikan Matematika,7,84102,2215,4858
Universitas Negeri Surabaya,S1,Sastra Inggris,16,79202,2183,2910
Universitas Negeri Surabaya,S2,Teknik Elektro,5,20101,2137,4293
Universitas Negeri Surabaya,S2,Pendidikan Sains,6,84101,1955,4025
Universitas Negeri Surabaya,S1,Pendidikan Matematika,13,84202,1908,5079
Universitas Negeri Surabaya,S1,Teknik Mesin,17,21201,1900,3613
Universitas Negeri Surabaya,S2,Kimia,5,47102,1789,5261
Universitas Negeri Surabaya,S2,Pendidikan Bahasa  dan Sastra,6,88111,1732,2532
Universitas Negeri Surabaya,S1,Kimia,13,47201,1627,4301
Universitas Negeri Surabaya,S1,Pendidikan Administrasi Perkantoran,12,87210,1538,1913
Universitas Negeri Surabaya,S1,Teknik Elektro,10,20201,1531,3238
Universitas Negeri Surabaya,S2,Pendidikan Ekonomi,6,87103,1518,2591
Universitas Negeri Surabaya,S1,Sains Data,6,49202,1453,3590
Universitas Negeri Surabaya,S1,Bisnis Digital,7,61209,1327,2470
Universitas Negeri Surabaya,S1,Pendidikan Tata Boga,6,83211,1308,2093
Universitas Negeri Surabaya,S1,Pendidikan Teknologi Informasi,8,83207,1286,3287
Universitas Negeri Surabaya,S3,Pendidikan Vokasi,7,83001,1236,3638
Universitas Negeri Surabaya,S2,Pendidikan Teknologi Dan Kejuruan,6,83101,1184,1977
Universitas Negeri Surabaya,D4,Teknik Listrik,6,20305,1152,1508
Universitas Negeri Surabaya,S2,Manajemen Pendidikan,5,86104,1146,1486
Universitas Negeri Surabaya,S2,Manajemen,6,61101,1143,2006
Universitas Negeri Surabaya,S3,Pendidikan Dasar,5,86022,1104,2983
Universitas Negeri Surabaya,S1,Teknik Sipil,8,22201,1100,1890
Universitas Negeri Surabaya,S1,Teknologi Pendidikan,6,86203,1083,1804
Universitas Negeri Surabaya,S1,Pendidikan Bahasa Inggris,26,88203,1035,1542
Universitas Negeri Surabaya,S1,"Pendidikan Jasmani, Kesehatan & Rekreasi",36,85201,1020,1999
Universitas Negeri Surabaya,S2,Pendidikan Geografi,8,87102,934,1803
Universitas Negeri Surabaya,S1,Pendidikan Luar Biasa,9,86202,933,1262
Universitas Negeri Surabaya,S1,Teknik Informatika,6,55202,846,2215
Universitas Negeri Surabaya,S1,Ilmu Hukum,20,74201,838,1526
Universitas Negeri Surabaya,S2,Pendidikan Olahraga,6,85101,823,1630
Universitas Negeri Surabaya,S2,Pendidikan IPS,7,87120,800,1716
Universitas Negeri Surabaya,D3,Teknik Listrik,5,20401,797,1253
Universitas Negeri Surabaya,S2,Akuntansi,6,62101,751,1206
Universitas Negeri Surabaya,S1,Manajemen Pendidikan,10,86204,711,1113
Universitas Negeri Surabaya,S1,Psikologi,18,73201,705,1513
Universitas Negeri Surabaya,S2,Pendidikan Dasar,6,86122,704,1421
Universitas Negeri Surabaya,S1,Sistem Informasi,7,57201,701,1108
Universitas Negeri Surabaya,S1,Pendidikan Pancasila Dan Kewarganegaraan,13,87205,690,1533
Universitas Negeri Surabaya,S2,Pendidikan Seni Budaya,5,88109,651,826
Universitas Negeri Surabaya,S1,Pendidikan Bahasa Mandarin,9,88208,650,1063
Universitas Negeri Surabaya,S1,Pendidikan Tata Rias,10,83213,649,744
Universitas Negeri Surabaya,S1,Ilmu Administrasi Negara,16,63201,642,1247
Universitas Negeri Surabaya,S1,Pendidikan Teknik Mesin,11,83203,635,859
Universitas Negeri Surabaya,D3,Tata Boga,4,94406,626,783
Universitas Negeri Surabaya,S1,Bimbingan Dan Konseling,8,86201,618,1055
Universitas Negeri Surabaya,S3,Teknologi Pendidikan,5,86003,609,958
Universitas Negeri Surabaya,S1,Pendidikan Teknik Bangunan,12,83205,603,865
Universitas Negeri Surabaya,S1,Gizi,9,13211,592,846
Universitas Negeri Surabaya,S1,Pendidikan Luar Sekolah,9,86205,591,970
Universitas Negeri Surabaya,S1,Pendidikan Guru Sekolah Dasar,21,86206,587,1302
Universitas Negeri Surabaya,S2,Pendidikan Luar Biasa,5,86117,561,985
Universitas Negeri Surabaya,D4,Transportasi,6,39301,556,750
Universitas Negeri Surabaya,S2,Teknologi Pendidikan,6,86103,555,1151
Universitas Negeri Surabaya,D4,Tata Busana,6,94410,554,886
Universitas Negeri Surabaya,S1,Ilmu Keolahragaan,26,89201,540,887
Universitas Negeri Surabaya,S1,Ekonomi,7,87220,540,898
Universitas Negeri Surabaya,S1,Pendidikan Kepelatihan Olahraga,21,85202,538,1232
Universitas Negeri Surabaya,S3,Manajemen Pendidikan,6,86031,524,1009
Universitas Negeri Surabaya,D3,Transportasi,3,39401,514,604
Universitas Negeri Surabaya,S1,Ekonomi Islam,9,60202,490,830
Universitas Negeri Surabaya,S2,Bimbingan dan Konseling,5,86101,457,877
Universitas Negeri Surabaya,S1,Akuntansi,15,62201,444,639
Universitas Negeri Surabaya,S1,Pendidikan Bahasa Dan Sastra Indonesia,10,88201,392,831
Universitas Negeri Surabaya,S1,Pendidikan Akuntansi,11,87209,381,625
Universitas Negeri Surabaya,S2,Ilmu Keolahragaan,4,11122,380,501
Universitas Negeri Surabaya,S1,Seni Musik,11,91221,357,471
Universitas Negeri Surabaya,S3,Pendidikan Bahasa dan Sastra,9,88001,343,1035
Universitas Negeri Surabaya,D4,Kepelatihan Olahraga,8,85206,341,529
Universitas Negeri Surabaya,D4,Tata Boga,5,62305,331,531
Universitas Negeri Surabaya,D4,Teknik Sipil,6,22305,296,477
Universitas Negeri Surabaya,S1,Pendidikan Guru Pendidikan Anak Usia Dini,12,86207,292,512
Universitas Negeri Surabaya,S1,Pendidikan Tata Niaga,12,87211,253,451
Universitas Negeri Surabaya,S1,Manajemen,20,61201,251,676
Universitas Negeri Surabaya,S1,Pendidikan IPS,7,84207,249,449
Universitas Negeri Surabaya,S3,Ilmu Keolahragaan,4,89001,234,346
Universitas Negeri Surabaya,S1,Pendidikan Sejarah,12,87201,229,470
Universitas Negeri Surabaya,S2,Pendidikan Luar Sekolah,30,86105,216,276
Universitas Negeri Surabaya,S2,Pendidikan Luar Sekolah,30,86105,216,276
Universitas Negeri Surabaya,S2,Pendidikan Luar Sekolah,30,86105,216,276
Universitas Negeri Surabaya,S1,Pendidikan Bahasa Jepang,11,88205,198,433
Universitas Negeri Surabaya,D3,Teknik Mesin,5,21401,187,308
Universitas Negeri Surabaya,D3,Teknik Sipil,6,22401,179,304
Universitas Negeri Surabaya,D4,Desain Grafis,5,90342,178,243
Universitas Negeri Surabaya,S1,Sastra Jerman,6,79206,162,336
Universitas Negeri Surabaya,S2,Pendidikan Anak Usia Dini,5,86107,157,427
Universitas Negeri Surabaya,S1,Pendidikan Geografi,9,87202,144,432
Universitas Negeri Surabaya,D4,Manajemen Informatika,6,57301,142,364
Universitas Negeri Surabaya,D4,Teknik Mesin,5,21302,137,214
Universitas Negeri Surabaya,S1,Pendidikan Tat Busana,7,83212,130,265
Universitas Negeri Surabaya,S1,Pendidikan Bahasa Jerman,6,88207,109,119
Universitas Negeri Surabaya,S1,"Pendidikan Seni Drama, Tari Dan Musik",10,88209,96,116
Universitas Negeri Surabaya,S1,Ilmu Komunikasi,9,70201,83,352
Universitas Negeri Surabaya,S1,Sosiologi,13,69201,75,393
Universitas Negeri Surabaya,D3,Tata Busana,4,94405,71,101
Universitas Negeri Surabaya,D4,Administrasi Negara,8,63301,66,474
Universitas Negeri Surabaya,S2,Pendidikan Bahasa Indonesia,4,88101,31,31
Universitas Negeri Surabaya,S1,Pendidikan Bahasa Dan Sastra Jawa,15,88202,30,70
Universitas Negeri Surabaya,S1,Pendidikan Seni Rupa,8,88210,20,20
Universitas Negeri Surabaya,S1,Desain Komunikasi Visual,9,90241,14,14
Universitas Negeri Surabaya,S1,Sastra Indonesia,7,79201,12,52
Universitas Negeri Surabaya,S1,Seni Rupa Murni,8,90201,12,12
Universitas Negeri Surabaya,D3,Manajemen Informatika,0,57401,0,0
Universitas Negeri Surabaya,D3,Administrasi Negara,0,63401,0,0
Universitas Negeri Surabaya,D3,Akuntansi,0,62401,0,0
Universitas Negeri Surabaya,Pro,Pendidikan Profesi Guru,0,86904,0,0
Universitas Negeri Surabaya,D3,Kepelatihan Olahraga,0,85401,0,0
Universitas Negeri Surabaya,D3,Desain Grafis,0,90442,0,0
Universitas Negeri Surabaya,S2,Pendidikan Bahasa Inggris,0,88103,0,0
Universitas Pamulang,S1,Manajemen,413,61201,17870,25378
Universitas Pamulang,S1,Teknik Informatika,205,55201,6053,9584
Universitas Pamulang,S1,Akuntansi,225,62201,5700,7965
Universitas Pamulang,S1,Pendidikan Ekonomi,56,87103,5005,7950
Universitas Pamulang,S2,Manajemen,28,61101,4604,8655
Universitas Pamulang,S1,Teknik Mesin,45,21201,3190,6716
Universitas Pamulang,S1,Teknik Industri,57,26201,2722,4232
Universitas Pamulang,S1,Ilmu Hukum,110,74201,2682,3907
Universitas Pamulang,S2,Ilmu Hukum,25,74101,2348,4116
Universitas Pamulang,S1,Sastra Inggris,69,79202,2210,2955
Universitas Pamulang,S1,Pendidikan Pancasila Dan Kewarganegaraan,38,87205,2096,3301
Universitas Pamulang,S1,Sastra Indonesia,42,79201,2070,2940
Universitas Pamulang,S1,Teknik Elektro,39,20201,1991,3309
Universitas Pamulang,S2,Teknik Informatika,5,55102,1753,2442
Universitas Pamulang,S1,Matematika,20,44201,1161,1561
Universitas Pamulang,D3,Akuntansi,36,62401,1090,1545
